latlon_postcode,latlon_postcode_district,latlon_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,brand,addr_housenumber,addr_street,addr_city,addr_postcode,addr_full,phone,website,wikidata,opening_hours,postcode_district,postcode_area,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,postcode_district_x,postcode_area_y
,E17,E,way,940451832,way/940451832,51.5810079,-0.033426,True Craft,,,18-20,St James's Street,London,,,,https://www.truecraftlondon.co.uk/,,Mo-Su 12:00-23:00,,,,,,,E17,E
,NW5,NW,way,941142501,way/941142501,51.5497556,-0.1405017,The Parakeet,,,256,Kentish Town Road,London,,,+44 20 4599 6302,https://theparakeetpub.com,,Mo-Sa 12:00-24:00; Su 12:00-22:30,,,,,,,NW5,NW
,NW3,NW,way,942555974,way/942555974,51.5467179,-0.1578309,The Haverstock Tavern,,,94,Haverstock Hill,London,,,,https://thehaverstocktavern.co.uk,,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:30; PH off,,,,,,,NW3,NW
,,,way,943222544,way/943222544,51.4387071,0.2151164,The Fox and Hounds,,,201-203,Lowfield Street,Dartford,,,,,,,,,,,,,,
,,,way,943635819,way/943635819,51.4371476,0.0984239,Ye Olde Black Horse,,Greene King,43,Halfway Street,Sidcup,,,,https://www.greeneking-pubs.co.uk/pubs/kent/ye-olde-black-horse/,,,,,,,,,,
,,,way,944266576,way/944266576,51.4641426,-0.3021759,The Sun Inn,,Fuller's,17,Parkshot,Richmond,,,,https://www.suninnrichmond.co.uk/,,,,,,,,,,
,SW6,SW,way,944382658,way/944382658,51.4829445,-0.1965425,The Harwood Arms,,,,Walham Grove,London,,,,https://harwoodarms.com/,,,,,,,,,SW6,SW
,W12,W,way,945088844,way/945088844,51.5006446,-0.239172,The Eagle,,,,,,,,,https://www.theeaglew12.co.uk/,,"Su-Th 11:00-23:00; Fr,Sa 11:00-24:00",,,,,,,W12,W
,,,way,945386374,way/945386374,51.4412886,0.0869349,The Halfway House,,,188C,Halfway Street,Sidcup,,,,https://thehalfwayhousepub.com/,Q81047945,,,,,,,,,
,E2,E,way,945438537,way/945438537,51.525347,-0.0710211,The Well and Bucket,,,143,Bethnal Green Road,London,,,+44 20 3664 6454,,,,,,,,,,E2,E
,NW1,NW,way,946022259,way/946022259,51.5351899,-0.1417022,The Sheephaven Bay,,,2,Mornington Street,London,,,+44 20 7380 1323,https://sheephavenbaycamden.co.uk/,,Mo-Sa 11:00-23:00; Su 11:00-22:30,,,,,,,NW1,NW
,,,way,947913530,way/947913530,51.6572648,0.0783631,Gunmakers Arms,,,,,,,,,,,,,,,,,,,
,W4,W,way,948427610,way/948427610,51.4791134,-0.2584549,The Duck and Ball,,,,Riverside Drive,London,,,,https://www.chiswickcc.org/clients/,,,,,,,,,W4,W
,,,way,948448603,way/948448603,51.4338027,0.2152793,The Orange Tree,Shepherd Neame,,6,Hawley Road,Dartford,,,,,,,,,,,,,,
,W12,W,way,948721326,way/948721326,51.5062343,-0.2382427,Coningham Arms,,,191,Uxbridge Road,London,,,+44 20 8749 1024,,,,,,,,,,W12,W
,N7,N,way,950017049,way/950017049,51.5554593,-0.1126053,El Comandante,,,10,Annette Road,London,,,+44 20 7607 3961,,,,,,,,,,N7,N
,,,way,950051568,way/950051568,51.4239847,-0.3326444,The Railway,,,3,Victoria Road,Teddington,,,,,,,,,,,,,,
,SE9,SE,way,950101217,way/950101217,51.4456719,0.0845945,The Black Boy,,,,Southspring,Sidcup,,,,https://blackboysidcup.com/,,,,,,,,,SE9,SE
,SW15,SW,way,951404431,way/951404431,51.4502849,-0.2399899,The Angel,,,11,Roehampton High Street,London,,,,,,,,,,,,,SW15,SW
,SE16,SE,way,952012500,way/952012500,51.4949382,-0.0588125,Stanley Arms,,,,,,,,,,,,,,,,,,SE16,SE
,N5,N,way,952014248,way/952014248,51.559525,-0.0983327,The Woodbine,,,,,,,,,,,"Mo-We 16:00-24:00, Th 16:00-01:00, Fr 15:00-02:00, Sa 12:00-02:00, Su 12:00-24:00",,,,,,,N5,N
,W12,W,way,952193494,way/952193494,51.5065324,-0.2448325,The Askew,,,269,Askew Road,London,,,+44 20 8743 2791,https://www.askewshepherdsbush.co.uk/,,,,,,,,,W12,W
,E8,E,way,953306259,way/953306259,51.5429411,-0.0696797,The Duke of Richmond,,,316,Queensbridge Road,London,,,+44 20 7923 3990,https://www.thedukeofrichmond.com,Q26528639,"Mo-Th 16:00-22:30; Fr,Sa 12:00-22:30; Su 12:00-22:00",,,,,,,E8,E
,N6,N,way,953834864,way/953834864,51.5705986,-0.1476531,The Angel Inn,,,37,Highgate High Street,London,,,,,,,,,,,,,N6,N
,,,way,955495279,way/955495279,51.3664433,0.0542595,The British Queen,,,427,Crofton Road,Orpington,,,,,,,,,,,,,,
,NW1,NW,way,955830217,way/955830217,51.5402938,-0.1434353,Bucks Head,Stonegate,,202,Camden High Street,London,,,,https://www.crafted-social.co.uk/bucks-head-camden,,,,,,,,,NW1,NW
,SW18,SW,way,956366728,way/956366728,51.4446485,-0.20516,The Old Fields,,Greene King,20,Replingham Road,London,,,,https://www.greeneking.co.uk/pubs/greater-london/old-fields,,,,,,,,,SW18,SW
,E8,E,way,956665216,way/956665216,51.5441576,-0.0655737,The Prince Arthur,,,95,Forest Road,London,,,+44 20 7249 1119,https://www.theprincearthure8.com/,,Mo-Sa 12:00-23:00; Su 12:00-22:00,,,,,,,E8,E
,N16,N,way,957099697,way/957099697,51.557632,-0.0806089,The Londesborough,,,36,Barbauld Road,London,,,,https://www.thelondesborough.com/,,,,,,,,,N16,N
,EC2N,EC,way,958434661,way/958434661,51.5150606,-0.0861076,The Arbitrager,,,27A,Throgmorton Street,London,,,,https://www.thearbitrager.co.uk/,,Mo-Fr 12:00-00:00,,,,,,,EC2N,EC
,,,way,958718836,way/958718836,51.4483745,-0.3295012,The Timberyard,,,53-57,London Road,Twickenham,,,,,,,,,,,,,,
,W12,W,way,959553654,way/959553654,51.5016181,-0.2419074,The Orchard Tavern,,,136,Askew Road,London,,,+44 20 8746 7800,https://www.orchardtavernshepherdsbush.com/,,,,,,,,,W12,W
,SW4,SW,way,961153760,way/961153760,51.4639577,-0.1369646,The Stonhouse,,,165,Stonhouse Street,London,,,+44 20 7819 9312,https://www.thestonhouse.co.uk/,,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-22:30,,,,,,,SW4,SW
,W6,W,way,961791327,way/961791327,51.4985673,-0.2439523,The Duchess W6,,,320,Goldhawk Road,London,,,+44 20 8748 9128,https://www.theduchesshammersmith.co.uk/,,Mo-Su 11:00-22:00,,,,,,,W6,W
,,,way,962256644,way/962256644,51.3965516,0.024336,The Bricklayers Arms,Shepherd Neame,,143,Masons Hill,Bromley,,,+44 20 8460 4552,https://www.bricklayersarmsbromley.co.uk,,"Mo,Su 12:00-22:00; Tu-Sa 12:00-23:00",,,,,,,,
,,,way,962581058,way/962581058,51.6390681,-0.473149,The Fox and Hounds,,,183,High Street,Rickmansworth,,,,,Q26393624,"Tu-Fr 12:00-14:15, Tu-Fr 16:30-23:00; Sa 15:00-23:00; Su 15:00-22:00; Mo 17:00-22:30",,,,,,,,
,SE17,SE,way,962636590,way/962636590,51.4857506,-0.0914326,The Queen Elizabeth,,,42,Merrow Street,London,,,+44 20 7708 1404,https://queenelizabethpub.co.uk/,,"Mo-Th,Sa 10:00-23:00; Fr 10:00-24:00; Su 11:00-22:30",,,,,,,SE17,SE
,,,way,963035646,way/963035646,51.3861226,0.1124238,White Swan,,,21,Kent Road,Orpington,,,,,,,,,,,,,,
,,,way,963774984,way/963774984,51.4580687,0.1359546,Golden Lion,Stonegate,,,,,,,,https://www.greatukpubs.co.uk/golden-lion-bexleyheath,,,,,,,,,,
,,,way,965172548,way/965172548,51.4570119,0.1404545,The Rose,,,,Broadway,Bexleyheath,,,,,,,,,,,,,,
,,,way,965221593,way/965221593,51.4571055,0.1430468,King's Arms,,,,,Bexleyheath,,,,,Q130281435,,,,,,,,,
,E12,E,way,965224998,way/965224998,51.5508166,0.0482977,William the Conqueror,,,630,Romford Road,London,,,+44 7886 277621,,,Mo-Th 11:30-23:30; Fr-Sa 11:00-01:00; Su 11:00-24:00,,,,,,,E12,E
,E12,E,way,965232197,way/965232197,51.5521133,0.0465164,Blakesley Arms,,,53,Station Road,London,,,,,,,,,,,,,E12,E
,SE13,SE,way,965258342,way/965258342,51.4656574,-0.0107691,The Anchor,,,165,Lewisham Road,London,,,,,,,,,,,,,SE13,SE
,,,way,965750906,way/965750906,51.4090812,0.0109336,Lock & Barrel,,,,,,,,,,,,,,,,,,,
,,,way,965765986,way/965765986,51.4566035,0.1478861,The Furze Wren,,Wetherspoon,6,Market Place,Bexleyheath,,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath,Q88916702,,,,,,,,,
,W6,W,way,965793174,way/965793174,51.498676,-0.2352418,Anglesea Arms,,,35,Wingate Road,London,,,+44 20 8749 1291,https://www.angleseaarmspub.co.uk/,,,,,,,,,W6,W
,,,way,966321710,way/966321710,51.4632549,0.1319927,William Camden,Greene King,Greene King,,Avenue Road,Bexleyheath,,,,https://www.greeneking.co.uk/pubs/kent/william-camden,,,,,,,,,,
,,,way,966322626,way/966322626,51.4140465,0.0209698,The Crown,,,46,Plaistow Lane,Bromley,,,,,,,,,,,,,,
,W6,W,way,966387179,way/966387179,51.496791,-0.2327044,The Andover Arms,,Fuller's,57,Aldensley Road,London,,,+44 20 8748 2155,https://www.theandoverarmsw6.com/,,,,,,,,,W6,W
,,,way,966406124,way/966406124,51.4888842,-0.4791103,The Five Bells,,,,High Street,West Drayton,,,+44 20 8897 7689,,Q26488970,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:30,,,,,,,,
,,,way,966759573,way/966759573,51.4934636,-0.4577925,The Plough,,,239,Sipson Road,West Drayton,,,+44 20 8759 1938,https://www.theploughinsipson.com/,,Mo-Su 11:00-22:00,,,,,,,,
,,,way,967287395,way/967287395,51.4639696,0.1329569,The Kentish Belle,,,,,,,,,,,,,,,,,,,
,,,way,967337916,way/967337916,51.3435458,0.2601206,The Gamecock,,,,London Road,,,,,,,,,,,,,,,
,,,way,967337932,way/967337932,51.340671,0.2672083,The Portobello Inn,,,,London Road,West Kingsdown,,,,,,,,,,,,,,
,,,way,967407717,way/967407717,51.5725418,-0.4222725,The Crock of Gold,,,,High Street,Ruislip,,,,,,,,,,,,,,
,NW9,NW,way,968208603,way/968208603,51.5835405,-0.2670913,The Green Man,,,125,Slough Lane,London,,,,,,,,,,,,,NW9,NW
,,,way,969222770,way/969222770,51.5761739,-0.4267861,The Hop & Vine,,,18,High Street,Ruislip,,,,,,,,,,,,,,
,,,way,970503003,way/970503003,51.3999098,0.033846,The Lord Holmesdale,,,184,Homesdale Road,Bromley,,,,,,,,,,,,,,
,W6,W,way,970789393,way/970789393,51.4973073,-0.2275097,The Grove,,,83,Hammersmith Grove,London,,,+44 20 8748 2966,https://www.thegrovetavern.co.uk,,,,,,,,,W6,W
,E8,E,way,970859357,way/970859357,51.5450242,-0.0681027,Prince George,,,40,Parkholme Road,London,,,+44 20 7254 6060,https://theprincegeorgepub.co.uk/,,"Mo-Th 16:00-23:00, Fr,Sa 12:00-24:00, Su 12:00-22:00",,,,,,,E8,E
,,,way,971150945,way/971150945,51.2956729,0.1660798,The Dukes Head,,,,London Road,Dunton Green,,,,,Q26545668,,,,,,,,,
,W6,W,way,971536330,way/971536330,51.4946442,-0.2273039,Dartmouth Castle,,,26,Glenthorne Road,London,,,,https://www.thedartmouthcastle.co.uk,,Tu-Fr 12:00-23:00; Sa 16:00-23:00; Su 12:00-23:30; Mo 14:00-23:00,,,,,,,W6,W
,W6,W,way,972149539,way/972149539,51.4943846,-0.2301509,The Stonemasons Arms,,Fuller's,54,Cambridge Grove,London,,,,https://stonemasonsarms.co.uk/,,,,,,,,,W6,W
,SW8,SW,way,972617699,way/972617699,51.4729361,-0.1481698,The Victoria,,,166,Queenstown Road,London,,,,,,,,,,,,,SW8,SW
,NW1,NW,way,973079813,way/973079813,51.5428927,-0.1421446,Quinn's,,,65,Kentish Town Road,London,,,+44 20 7267 8240,,,Tu-We 18:00-00:00; Th-Sa 12:00-02:00; Su 12:00-23:59,,,,,,,NW1,NW
,E2,E,way,973123074,way/973123074,51.5283181,-0.0710235,The Birdcage,,,80,Columbia Road,London,,,,,,Mo-We 12:00-23:00; Th 12:00-00:00; Fr-Sa 12:00-01:00; Su 09:00-22:30,,,,,,,E2,E
,NW5,NW,way,973132221,way/973132221,51.5509967,-0.1403427,The Assembly House,,Greene King,292-294,Kentish Town Road,London,,,,https://www.greeneking-pubs.co.uk/pubs/greater-london/assembly-house/,Q15978885,,,,,,,,NW5,NW
,,,way,974404015,way/974404015,51.5297892,-0.4824063,The 3 Steps,,,,,,,,,https://www.thethreesteps.co.uk/,,,,,,,,,,
,,,way,975112673,way/975112673,51.3304521,-0.2599984,Ye Olde Kings Head,,,24-26,Church Street,,,,,,,,,,,,,,,
,E7,E,way,976351907,way/976351907,51.5537312,0.0338422,The Forest Gate Hotel,,,105,Godwin Road,London,,,,,,Mo-Su 09:00-23:00,,,,,,,E7,E
,N1,N,way,982457191,way/982457191,51.537195,-0.1002792,The Old Queen's Head,,,44,Essex Road,London,,,+44 20 7354 9993,https://www.theoldqueenshead.com/,Q7754896,"Su-We 12:00-00:00; Th 12:00-01:00, Fr 12:00-02:00, Sa 12:00-03:00",,,,,,,N1,N
,E9,E,way,982884990,way/982884990,51.5488932,-0.0404234,The Adam & Eve,,,155,Homerton High Street,London,,,+44 20 8985 1494,https://www.adamandevepub.com/,,Mo-Th 16:00-22:00; Fr-Su 12:00-22:00,,,,,,,E9,E
,SE18,SE,way,984391915,way/984391915,51.4934627,0.0607094,The Mitre,,,,,,,,,,,,,,,,,,SE18,SE
,SE18,SE,way,984433443,way/984433443,51.4926497,0.0555787,The Greyhound,,,18,Kingsman Parade,London,,,,,,,,,,,,,SE18,SE
,WC2E,WC,way,986906891,way/986906891,51.512945,-0.1213091,Bow Street Tavern,,,37,Bow Street,London,,,,,,,,,,,,,WC2E,WC
,WC2B,WC,way,986920651,way/986920651,51.5125851,-0.1206291,Nell of Old Drury,Stonegate,,,Catherine Street,London,,,,https://www.greatukpubs.co.uk/nell-of-old-drury-covent-garden,Q112779782,,,,,,,,WC2B,WC
,E2,E,way,987440460,way/987440460,51.5350907,-0.0625545,The Perseverance,,,110-112,Pritchard's Road,London,,,+44 20 7613 3498,https://www.thepercypub.com/,,Mo-Th 12:00-23:00; Fr 11:00-24:00; Sa 11:30-24:00; Su 11:30-23:00,,,,,,,E2,E
,SW15,SW,way,987524634,way/987524634,51.4502576,-0.240762,King's Head,Young's,Young's,1,Roehampton High Street,London,,,,https://www.kingsheadsw15.co.uk/,Q16707743,Mo-Fr 11:00-23:00; Sa 10:00-23:00; Su 10:00-22:30,,,,,,,SW15,SW
,W14,W,way,987866346,way/987866346,51.4993171,-0.2161018,The Havelock Tavern,,,57,Masbro' Road,London,,,,https://www.havelocktavern.com/,,,,,,,,,W14,W
,,,way,990534520,way/990534520,51.4665012,0.0845627,We Anchor in Hope,,Greene King,320,Bellegrove Road,Welling,,,,https://www.greeneking-pubs.co.uk/pubs/kent/we-anchor-in-hope/,,,,,,,,,,
,,,way,992434887,way/992434887,51.5898668,-0.4372264,Arens Bar & Grill at the Six Bells,,,,Ducks Hill Road,Ruislip,,,,,Q26354776,,,,,,,,,
,W1D,W,way,993439403,way/993439403,51.5121146,-0.1311792,De Hems Cafe Bar,,Nicholson's,11,Macclesfield Street,London,,,+44 20 7437 2494,https://www.nicholsonspubs.co.uk/dehemsdutchcafebarsoholondon/,Q5244433,Mo-Th 10:00-24:00; Fr-Sa 0:00-0:30; Fr-Sa 10:00-24:00; Su 10:00-23:00,,,,,,,W1D,W
,,,way,993673927,way/993673927,51.4476563,0.1982383,Ship Inn,,,92,Dartford Road,Dartford,,,+44 1322 225437,,,,,,,,,,,
,,,way,993678884,way/993678884,51.4461488,0.2647715,The Bull,,Greene King,293,London Road,Greenhithe,,,,https://www.greeneking.co.uk/pubs/kent/bull,,,,,,,,,,
,WC2H,WC,way,993781413,way/993781413,51.5113088,-0.1314508,The Three Lanterns,,,5,Lisle Street,London,,,,,,,,,,,,,WC2H,WC
,W1D,W,way,993781439,way/993781439,51.5113045,-0.1323807,O'Neills,,O'Neill's,,Wardour Street,London,,,,,,,,,,,,,W1D,W
,EC4M,EC,way,996071727,way/996071727,51.5158404,-0.1024976,Magpie & Stump,,,18,Old Bailey,London,,,,,,,,,,,,,EC4M,EC
,E2,E,way,996134486,way/996134486,51.5256936,-0.0657388,The Kings Arms,,,11A,Buckfast Street,London,,,,,,Mo-Th 15:00-23:30; Fr-Sa 12:00-24:00; Su 12:00-23:30,,,,,,,E2,E
,EC4A,EC,way,996506223,way/996506223,51.5158645,-0.1044242,Harrild and Sons,,,26,Farringdon Street,London,,,,,,,,,,,,,EC4A,EC
,SE20,SE,way,997355498,way/997355498,51.412038,-0.0577892,The Maple Tree,,,52-54,Maple Road,London,,,,,,off,,,,,,,SE20,SE
,,,way,998798353,way/998798353,51.4343884,0.1030947,The Iron Horse,,,122,Station Road,London,,,+44 20 8302 8217,https://theironhorseuk.com/,,,,,,,,,,
,,,way,999531990,way/999531990,51.638684,-0.4699161,The Pennsylvanian,,Wetherspoon,115-117,High Street,Rickmansworth,,,+44 1923 720348,https://www.jdwetherspoon.com/pubs/all-pubs/england/hertfordshire/the-pennsylvanian-rickmansworth,Q88916115,"Mo,Tu,We,Th 08:00-24:00; Fr,Sa 08:00-25:00; Su 08:00-22:30",,,,,,,,
,N1,N,way,1001831569,way/1001831569,51.5354131,-0.0771491,The Kings Head,,,257,Kingsland Road,London,,,,https://thekingshead-london.com/,,,,,,,,,N1,N
,W6,W,way,1002485821,way/1002485821,51.4931261,-0.225061,The Swan,,Nicholson's,46,Hammersmith Broadway,London,,,+44 20 8748 1043,https://www.nicholsonspubs.co.uk/restaurants/london/theswanhammersmithlondon,Q15979572,,,,,,,,W6,W
,W6,W,way,1002485834,way/1002485834,51.4931336,-0.2254146,The William Morris,,Wetherspoon,2-4,King Street,London,,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-william-morris-hammersmith,,"Mo-Th 08:00-24:00; Fr 08:00-24:00; Sa 00:00-01:00,08:00-24:00; Su 00:00-01:00,08:00-24:00",,,,,,,W6,W
,,,way,1005518890,way/1005518890,51.3955901,-0.3119889,Fox & Hounds,,,60,Portsmouth Road,Surbiton,,,,,,,,,,,,,,
,,,way,1005950399,way/1005950399,51.3842173,0.1108095,Beech Tree,,,75,Wellington Road,Orpington,,,,,,,,,,,,,,
,,,way,1005979803,way/1005979803,51.3412515,-0.4005539,The Fairmile,,Chef & Brewer,,Portsmouth Road,Cobham,,,+44 1932 868141,https://www.chefandbrewer.com/pubs/surrey/fairmile/,,Mo-Fr 07:00-23:00; Sa 08:00-23:00; Su 08:00-22:30,,,,,,,,
,SW9,SW,way,1006213538,way/1006213538,51.4617779,-0.1193137,Trinity Arms,,,45,Trinity Gardens,London,,,+44 20 7274 4544,,,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-23:00,,,,,,,SW9,SW
,SW8,SW,way,1007077773,way/1007077773,51.4771539,-0.122896,The Canton Arms,,,177,South Lambeth Road,London,,,+44 20 7582 8710,https://www.cantonarms.com,,,,,,,,,SW8,SW
,N16,N,way,1007692612,way/1007692612,51.5537965,-0.0882397,BeBopaLula,,,,,,,,+44 20 7249 6764,https://thebeboppub.com/,,,,,,,,,N16,N
,,,way,1007840422,way/1007840422,51.4483122,0.1213337,The Three Blackbirds,,,,Blendon Road,Bexley,,,,,,,,,,,,,,
,,,way,1008886609,way/1008886609,51.4438871,0.1915359,The Dart,,,30,Chastilian Road,Dartford,,,,,,,,,,,,,,
,NW1,NW,way,1009113808,way/1009113808,51.5403115,-0.1354252,The Constitution,,,,,,,,,,Q123759829,,,,,,,,NW1,NW
,NW1,NW,way,1009113811,way/1009113811,51.5399568,-0.137033,The Prince Albert,,,,,,,,,https://www.princealbert.pub/,,,,,,,,,NW1,NW
,,,way,1009190689,way/1009190689,51.3690975,0.2148008,The Castle Hotel,,,,High Street,,,,,,,,,,,,,,,
,SW15,SW,way,1010368002,way/1010368002,51.4600943,-0.2126243,The Prince of Wales,,,138,Upper Richmond Road,London,,,,,,,,,,,,,SW15,SW
,NW1,NW,way,1010697200,way/1010697200,51.5298862,-0.1300622,Somers Town Coffee House,,,60,Chalton Street,London,,,,https://www.thesomerstowncoffeehouse.co.uk/,,"Mo-Fr 08:00-23:00; Sa,Su 10:00-23:00",,,,,,,NW1,NW
,SW15,SW,way,1011068934,way/1011068934,51.4609044,-0.2176862,The Fox & Hounds,Stonegate,,167,Upper Richmond Road,London,,,,https://www.greatukpubs.co.uk/fox-and-hounds-putney,,,,,,,,,SW15,SW
,SW15,SW,way,1011102852,way/1011102852,51.4627,-0.2166218,The Spotted Horse,Young's,Young's,120-122,Putney High Street,London,,,+44 208 788 0246,https://www.spottedhorse.co.uk/,,,,,,,,,SW15,SW
,,,way,1011302751,way/1011302751,51.3913929,0.2400536,The Fighting Cocks,,,,The Street,Horton Kirby,,,,https://fightingcockshortonkirby.co.uk/,,,,,,,,,,
,SW15,SW,way,1011414093,way/1011414093,51.4669909,-0.2161948,The Star & Garter,,,4,Lower Richmond Road,London,,,,,,,,,,,,,SW15,SW
,SW15,SW,way,1011542614,way/1011542614,51.4645104,-0.2166246,The Coat and Badge,Geronimo Inns,,8,Lacy Road,London,,,,http://www.geronimo-inns.co.uk/thecoatandbadge/,,"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 12:00-22:30",,,,,,,SW15,SW
,N4,N,way,1013159521,way/1013159521,51.5719486,-0.0962475,The Finsbury,,,336,Green Lanes,London,,,,https://thefinsbury.co.uk,,Mo-Th 14:00-00:00; Fr 14:00-02:00; Sa 12:00-02:00; Su 12:00-00:00,,,,,,,N4,N
,SE9,SE,way,1013465936,way/1013465936,51.450953,0.0585275,Rising Sun,,Greene King,189-191,Eltham High Street,London,,,+44 20 8850 0019,https://www.greeneking-pubs.co.uk/pubs/greater-london/rising-sun-eltham/,,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30,,,,,,,SE9,SE
,,,way,1018484220,way/1018484220,51.4361627,-0.5037125,The Three Tuns,,,,London Road,,,,,,,,,,,,,,,
,N5,N,way,1018511173,way/1018511173,51.5463498,-0.1016067,Brewhouse & Kitchen Highbury,,Brewhouse & Kitchen,,,,,,+44 20 7226 1026,,,"Mo-Th 11:00-23:00; Fr,Sa 11:00-00:00; Su 12:00-22:30",,,,,,,N5,N
,,,way,1019811174,way/1019811174,51.6454101,-0.3833767,The Railway Arms,,,,,Watford,,,,,,,,,,,,,,
,,,way,1019811175,way/1019811175,51.6463175,-0.3820868,The Victoria,,,,,Watford,,,,,,,,,,,,,,
,,,way,1019815596,way/1019815596,51.6384384,-0.3853562,The Royal Oak,,,,,,,,,,,,,,,,,,,
,SE14,SE,way,1019982948,way/1019982948,51.4709113,-0.0501184,The Telegraph at The Earl of Derby,,,87,Dennett's Road,London,,,,,,,,,,,,,SE14,SE
,,,way,1020021765,way/1020021765,51.6431294,-0.3811321,The Villiers Arms,,,,,,,,,,,,,,,,,,,
,,,way,1020021768,way/1020021768,51.6448689,-0.3809579,The Rifle Volunteer,,,,,,,,,,,,,,,,,,,
,SE19,SE,way,1020264673,way/1020264673,51.4224345,-0.08228,Railway Bell,,,14,Cawnpore Street,London,,,,,,,,,,,,,SE19,SE
,,,way,1021753338,way/1021753338,51.6600414,-0.4037194,The Horns,,,,,,,,,,,,,,,,,,,
,,,way,1022317373,way/1022317373,51.6284515,-0.5088066,Creative Juices Beer Garden,,,,Denham Way,Rickmansworth,,,,https://creativejuicesbrewingcompany.com/,,,,,,,,,,
,N19,N,way,1026053464,way/1026053464,51.5571899,-0.1384932,The Boston Arms,,,178-180,Junction Road,London,,,,https://www.bostonarms.co.uk/,Q26490218,,,,,,,,N19,N
,N7,N,way,1026061437,way/1026061437,51.5576847,-0.132245,Tufnell Park Tavern,,,162,Tufnell Park Road,London,,,+44 20 7281 6113,https://www.tufnellparktavern.com/,,,,,,,,,N7,N
,E13,E,way,1027522305,way/1027522305,51.5302424,0.0229144,The Black Lion,,,59-61,High Street,London,,,,http://www.blacklionplaistow.co.uk/,,,,,,,,,E13,E
,,,way,1029856156,way/1029856156,51.6586424,-0.3035389,The Waggon and Horses,,,,Watling Street,Borehamwood,,,,,Q26397640,,,,,,,,,
,,,way,1029858265,way/1029858265,51.6579166,-0.3186623,Battle Axes,,Chef & Brewer,,Butterfly Lane,Borehamwood,,,,https://www.chefandbrewer.com/pubs/hertfordshire/battle-axes,,,,,,,,,,
,N15,N,way,1030316322,way/1030316322,51.5883347,-0.082998,The Palm,,,,,,,,,,,,,,,,,,N15,N
,,,way,1031642371,way/1031642371,51.448371,0.1939103,Bird in Hand,,,242,Dartford Road,Dartford,,,,,,,,,,,,,,
,,,way,1031677432,way/1031677432,51.6666052,-0.3354341,The Three Horseshoes,,,,The Green,Watford,,,,https://www.thethreehorseshoeslh.co.uk/,Q26630388,,,,,,,,,
,SE7,SE,way,1033935072,way/1033935072,51.4815958,0.0365735,The Bugle Horn,,,6,The Village,London,,,+44 20 8319 2623,https://buglehornpub.com/,Q26350649,,,,,,,,SE7,SE
,N12,N,way,1038752219,way/1038752219,51.6114944,-0.1625467,Woodhouse Free House,,,230,Woodhouse Road,London,,,,,,"Mo-Fr 14:00-22:00; Sa,Su 12:00-22:00",,,,,,,N12,N
,,,way,1039080279,way/1039080279,51.4671563,-0.3686734,Lamplighter,Stonegate,,,,,,,,https://www.craftunionpubs.com/lamplighter-hounslow,,,,,,,,,,
,,,way,1039879206,way/1039879206,51.6569108,-0.500105,The White Horse,,,,Rickmansworth Road,Rickmansworth,,,,https://www.thewhitehorsepub.co.uk/,Q26631632,,,,,,,,,
,,,way,1042012984,way/1042012984,51.4942035,0.3184079,The Treacle Mine,Sizzling Pubs,Sizzling Pubs,,Lodge Lane,Grays,,,+44 1375 382735,https://www.sizzlingpubs.co.uk/,,Mo-Th 08:00-23:00; Fr-Sa 08:00-24:00; Su 08:00-22:30,,,,,,,,
,,,way,1042222567,way/1042222567,51.3897603,0.0476295,The Chequers,,Greene King,177,Southborough Lane,Keston,,,,https://www.greeneking.co.uk/pubs/kent/chequers,Q26586439,,,,,,,,,
,,,way,1043076956,way/1043076956,51.5655588,0.1885834,The Crown,,,360,Hornchurch Road,Hornchurch,,,,,,,,,,,,,,
,,,way,1043791457,way/1043791457,51.4087691,0.0626011,The Rambler's Rest,,,,Mill Place,Chislehurst,,,,,,,,,,,,,,
,,,way,1043791458,way/1043791458,51.4090755,0.0618688,Imperial Arms,,,,Old Hill,Chislehurst,,,,,,Mo-Sa 12:00-23:00; Su 12:00-22:30,,,,,,,,
,W3,W,way,1044731268,way/1044731268,51.5065477,-0.2734651,The Talbot Inn,,,1,Mill Hill Road,London,,,,,,,,,,,,,W3,W
,,,way,1047461671,way/1047461671,51.6630067,0.2761099,The Shepherd Inn,,,34,Blackmore Road,Brentwood,,,,,Q26584800,,,,,,,,,
,,,way,1047462857,way/1047462857,51.6403826,0.2583725,White Horse,,,173,Coxtie Green Road,Pilgrims Hatch,,,,http://whitehorsebrentwood.co.uk/,,,,,,,,,,
,E11,E,way,1047662587,way/1047662587,51.5658122,0.0021395,Heathcote & Star,,,344,Grove Green Road,London,,,,https://heathcoteandstar.co.uk/,,,,,,,,,E11,E
