pub_name,address
Staines Boat Club,"Staines Boat Club, 28 Riverside Drive, Egham, TW18 3JN"
JamaicaDeli,"The Three Tuns Public House, 63 London Road, Staines-upon-Thames, TW18 4BN"
Three Tuns Public House,"The Three Tuns Public House, 63 London Road, Staines-upon-Thames, TW18 4BN"
Slug & Lettuce,"The Slug And Lettuce, Units 3 And 4, Thames Edge Court, Clarence Street, TW18 4BU"
The George,"The George Public House, 2 - 8 High Street, Staines-upon-Thames, TW18 4EE"
Turtle Bay,"24 - 26 High Street, Staines-upon-Thames, TW18 4EE"
London Stone,"14 Church Street, Staines-upon-Thames, TW18 4EP"
The Old Red Lion,"Leacroft, Staines-upon-Thames, TW18 4PB"
Staines & District Conservative Club,"Staines Conservative Club, Market Square, Staines-upon-Thames, TW18 4RH"
The Bells,"The Bells Public House, 124 Church Street, Staines-upon-Thames, TW18 4ZB"
The Perseverance,"2 High Street, Wraysbury, Staines, TW19 5DB"
The George,"29 Windsor Road, Wraysbury, Staines, TW19 5DE"
Wraysbury Village Club,"39 The Green, Wraysbury, Staines, TW19 5NA"
The Anchor,"The Anchor Public House, Horton Road, Stanwell Moor, Staines-upon-Thames, TW19 6AQ"
Ashford Town Football Club,"Ecclesford Sports Club, Short Lane, Stanwell, Staines-upon-Thames, TW19 7BH"
Five Bells,"The Five Bells Public House, 54 High Street, Stanwell, Staines-upon-Thames, TW19 7JS"
The Swan Public House,"The Swan Inn, 16 - 18 High Street, Stanwell, Staines-upon-Thames, TW19 7JS"
Rising Sun,"The Rising Sun Public House, 108 - 110 Oaks Road, Stanwell, Staines-upon-Thames, TW19 7LB"
The Sir John Gibson,"Sir John Gibson PH, 68 Clare Road, Stanwell, Staines-upon-Thames, TW19 7QT"
The Prince Blucher,"The Prince Blucher 124 The Green, Twickenham, Richmond Upon Thames, TW2 5AG"
The Bloomsbury,"The Bloomsbury 209 Staines Road, Twickenham, Richmond Upon Thames, TW2 5BB"
The Sussex Arms,"The Sussex Arms 15 Staines Road, Twickenham, Richmond Upon Thames, TW2 5BG"
The Rifleman,"The Rifleman 7 Fourth Cross Road, Twickenham, Richmond Upon Thames, TW2 5EL"
David Lloyd Hampton,"David Lloyd Staines Road, Twickenham, Richmond Upon Thames, TW2 5JD"
Brouge,"The Old Goat 241 Hampton Road, Twickenham, Richmond Upon Thames, TW2 5NG"
Prince Albert,"Prince Albert 30 Hampton Road, Twickenham, Richmond Upon Thames, TW2 5QB"
Thai @The Albert,"Prince Albert 30 Hampton Road, Twickenham, Richmond Upon Thames, TW2 5QB"
Prince Of Wales,"Prince Of Wales 136 Hampton Road, Twickenham, Richmond Upon Thames, TW2 5QR"
Strawberry Hill Golf Club,"Strawberry Hill Golf Club Wellesley Road, Twickenham, Richmond Upon Thames, TW2 5SD"
The Winning Post,"The Winning Post Chertsey Road, Twickenham, Richmond Upon Thames, TW2 6LS"
The Admiral Nelson,"The Admiral Nelson 123 Nelson Road, Twickenham, Richmond Upon Thames, TW2 7BB"
Duke Of Cambridge,"Duke Of Cambridge Kneller Road, Twickenham, Richmond Upon Thames, TW2 7DT"
The White Hart,"White Hart Inn 121 Kneller Road, Twickenham, Richmond Upon Thames, TW2 7DY"
The Prince Albert,"The Prince Albert 54 - 56 Hounslow Road, Twickenham, Richmond Upon Thames, TW2 7EX"
Harlequins RFC,"Twickenham Stoop Stadium Langhorn Drive, Twickenham, Richmond Upon Thames, TW2 7SX"
The Packhorse,"Egham Hill, Egham, TW20 0BQ"
The Holly Tree,"5 St Judes Road, Englefield Green, TW20 0DB"
Medicine Bar,"Royal Holloway University of London, Egham Hill, Egham, TW20 0EX"
The Bailiwick Freehouse,"The Bailiwick Restaurant, Wick Road, Englefield Green, TW20 0HN"
The Beehive,"Middle Hill, Englefield Green, TW20 0JL"
The Barley Mow,"Barley Mow Road, Englefield Green, TW20 0NX"
The Happy Man,"12 Harvest Road, Englefield Green, TW20 0QS"
Armstrong Gun,"The Armstrong Gun, Victoria Street, Englefield Green, TW20 0QX"
The Fox and Hounds,"Bishopsgate Road, Englefield Green, TW20 0XU"
The Egham & Hythe Club,"British Legion Hall, Pooley Green Road, Egham, TW20 8AP"
The Robin Hood,"The Robin Hood, 142 Thorpe Lea Road, Egham, TW20 8HA"
Egham Town Football Club Ltd,"Egham Town Football Club, Tempest Road, Egham, TW20 8HX"
Egham Cricket Club,"Egham Cricket Club, Vicarage Road, Egham, TW20 8NP"
Rose & Crown,"Green Road, Thorpe, TW20 8QL"
The Red Lion,"The Red Lion, Village Road, Thorpe, TW20 8UE"
The Kings Arms,"5-6 High Street, Egham, TW20 9EA"
The Red Lion,"52 High Street, Egham, TW20 9EW"
Egham Constitutional Club,"159 High Street, Egham, TW20 9HP"
The White Lion,"115 High Street, Egham, TW20 9HQ"
Egham Band Social Club,"Band Hall, Band Lane, Egham, TW20 9LN"
Egham United Services Club,"Egham United Services Club Ltd, Spring Rise, Egham, TW20 9PE"
The Bulstrode Pub,"55 Lampton Road, Hounslow, TW3 1JG"
The Hanworth,"The Sun, 148 Hanworth Road, Hounslow, TW3 1UG"
The George,"The Lord Clyde, 77 Inwood Road, Hounslow, TW3 1XH"
The Dandelions,"69 Whitton Road, Hounslow, TW3 2DG"
Isleworth Lions Club,"93 Heath Road, Hounslow, TW3 2NP"
Hounslow Sports & Social Club,"60 Grove Road, Hounslow, TW3 3FX"
The Bell,"The Bell, 2 Staines Road, Hounslow, TW3 3JS"
Lamplighter,"66 Staines Road, Hounslow, TW3 3LF"
Moon Under Water,"84-86 Staines Road, Hounslow, TW3 3LF"
Haniya Lounge,"45 Bell Road, Hounslow, TW3 3NX"
Royal Albion Public House,"The Royal Albion, 58 Hibernia Road, Hounslow, TW3 3RP"
The Cross Lances,"Cross Lances, 236 Hanworth Road, Hounslow, TW3 3TU"
The White Bear,"198 Kingsley Road, Hounslow, TW3 4AR"
Banquetting by Wainwright,"Hounslow Conservative Club, Gresham Road, Hounslow, TW3 4BX"
The Black Horse,"The Black Horse, 203 Lampton Road, Hounslow, TW3 4EZ"
The Honeycombe,"The Honeycombe, 417 Staines Road, Hounslow, TW4 5AR"
African Queen,"The African Queen, 315-317 Wellington Road South, Hounslow, TW4 5HL"
Keg & Cask Pub,"Keg And Cask Pub, 286 Bath Road, Hounslow, TW4 7DN"
Heston Catholic Social Club,"Heston Catholic Club, Eton Avenue, Hounslow, TW5 0HB"
Royal British Legion Club Ltd,"79 New Heston Road, Hounslow, TW5 0LG"
Rose and Crown,"220 Heston Road, Hounslow, TW5 0RH"
Queens Head,"The Queens Head, 123 High Street, Cranford, TW5 9PB"
David Lloyd Club,"David Lloyd Leisure Plc, 10 Southall Lane, Southall, TW5 9PE"
London's Pride (airside),"Commercial Unit D13 Terminal 2 The Queen's Terminal Departures Level, Inner Ring East, London Heathrow Airport, TW6 1EW"
Aura Bar,"Terminal 3, Canberra Road, London Heathrow Airport, TW6 1QG"
The Curator,"Terminal 3 Departures Level, Canberra Road, London Heathrow Airport, TW6 1QG"
The Oceanic,"Terminal 3 Departures Level, Canberra Road, London Heathrow Airport, TW6 1QG"
The Three Magpies,"The Three Magpies, Bath Road, Heathrow, TW6 2AU"
Crown Rivers,"(airside) Terminal 5, Wellington Road, London Heathrow Airport, TW6 2GA"
Diageo World Duty Free Bar,"Commercial Unit Dcl15 Terminal 5 Departures Level, Wellington Road, London Heathrow Airport, TW6 2GA"
The Globe (Landside departure level T5),"Departures Level Terminal 5, Wellington Road, London Heathrow Airport, TW6 2GA"
The Star Light,"Departures Level Terminal 4, Stratford Road, London Heathrow Airport, TW6 3XA"
The Queens Arms,"Terminal 2 The Queen's Terminal, Inner Ring East, London Heathrow Airport, TW69 1EW"
Milford Arms,"The Milford Arms, 574 London Road, Isleworth, TW7 4EY"
Indian Gymkhana Club,"Indian Gymkhana Club Ltd, Thornbury Avenue, Isleworth, TW7 4NQ"
The Rising Sun,"The Rising Sun, 407 London Road, Isleworth, TW7 5AQ"
Thistleworth Tennis Club,"Thisleworth Tennis And Social Club, 129 Ridgeway Road North, Isleworth, TW7 5LX"
Wycombe House Cricket & Tennis,"385 Jersey Road, Isleworth, TW7 5PJ"
The Hare and Hounds,"Hare And Hounds, Windmill Lane, Isleworth, TW7 5PR"
Goals Soccer Centre,"Goals Soccer Centre, Syon Lane, Isleworth, TW7 5PT"
London Apprentice,"The London Apprentice, 62 Church Street, Isleworth, TW7 6BG"
Royal British Legion Club,"5-6 North Street, Isleworth, TW7 6BT"
Royal Oak,"The Royal Oak, 128 Worton Road, Isleworth, TW7 6EP"
The Woodlands Tavern,"The Woodlands Tavern, 29 St Johns Road, Isleworth, TW7 6NY"
The Red Lion,"92-94 Linkfield Road, Isleworth, TW7 6QJ"
The Castle,"Castle Inn, 18 Upper Square, Isleworth, TW7 7BN"
The Victoria Tavern,"The Victoria, 56 Worple Road, Isleworth, TW7 7HU"
The Watermans Arms,"The Watermans Arms, 1 Ferry Lane, Brentford, TW8 0AW"
Express Tavern,"The Express Tavern, 56 Kew Bridge Road, Brentford, TW8 0EW"
One Over the Ait,"One Over The Ait Kew Bridge Piazza, 8 Kew Bridge Road, Brentford, TW8 0FH"
The Beehive,"The Beehive, 227 High Street, Brentford, TW8 0JG"
The Royal Horse Guardsmen,"Royal Horseguardsman, 23 Ealing Road, Brentford, TW8 0JU"
Black Dog Beer House,"Albany Arms, 17 Albany Road, Brentford, TW8 0NF"
The Griffin Pub,"57 Brook Road South, Brentford, TW8 0NP"
The Brook,"38 New Road, Brentford, TW8 0NU"
New Inn,"The New Inn, 1 New Road, Brentford, TW8 0NX"
The Brewery Tap,"The Brewery Tap, 47 Catherine Wheel Yard, Brentford, TW8 8BD"
Inverness Lodge Social Club Ltd,"9 Boston Manor Road, Brentford, TW8 8DW"
The Kings Arms,"The Kings Arms, 19 Boston Manor Road, Brentford, TW8 8EA"
The Weir Bar & Dining Room,"The Weir, 24 Market Place, Brentford, TW8 8EQ"
Six Bells,"The Six Bells, 148 High Street, Brentford, TW8 8EW"
The Magpie and Crown,"The Magpie And Crown, 128 High Street, Brentford, TW8 8EW"
Northumberland Arms,"11 London Road, Brentford, TW8 8JB"
The Globe,"The Globe, 104 Windmill Road, Brentford, TW8 9NA"
The Lord Nelson,"The Lord Nelson, 9-11 Enfield Road, Brentford, TW8 9NY"
The Railway Tavern,"The Red Lion 28 - 29 The Quadrant, Richmond, Richmond Upon Thames, TW9 1DN"
Tap Tavern,"Richmond Tap Tavern Princes Street, Richmond, Richmond Upon Thames, TW9 1ED"
The Britannia,"The Britannia 5 Brewers Lane, Richmond, Richmond Upon Thames, TW9 1HH"
No1A Duke Street,"Staff Flat 1A Duke Street, Richmond, Richmond Upon Thames, TW9 1HP"
The Angel & Crown,"The Angel And Crown 5 Church Court, Richmond, Richmond Upon Thames, TW9 1JL"
The Cricketers,"The Cricketers The Green, Richmond, Richmond Upon Thames, TW9 1LX"
The Princes Head,"The Princes Head 27 - 28 The Green, Richmond, Richmond Upon Thames, TW9 1LX"
HMO The Old Ship,"The Old Ship 3 King Street, Richmond, Richmond Upon Thames, TW9 1ND"
The White Swan,"The White Swan 25 Old Palace Lane, Richmond, Richmond Upon Thames, TW9 1PG"
The Slug & Lettuce,"The Slug And Lettuce Water Lane, Richmond, Richmond Upon Thames, TW9 1TJ"
The Waterman's Arms,"10 Water Lane, Richmond, Richmond Upon Thames, TW9 1TJ"
The Mitre,"The Mitre 20 St Marys Grove, Richmond, Richmond Upon Thames, TW9 1UY"
The Red Cow,"The Red Cow 59 Sheen Road, Richmond, Richmond Upon Thames, TW9 1YJ"
The Crown,"The Crown 128 Lower Mortlake Road, Richmond, Richmond Upon Thames, TW9 2JZ"
The Orange Tree,"The Orange Tree 45 Kew Road, Richmond, Richmond Upon Thames, TW9 2NQ"
The Shaftesbury Arms,"The Shaftesbury Arms 121 - 123 Kew Road, Richmond, Richmond Upon Thames, TW9 2PN"
The Sun Inn,"The Sun Inn 17 Parkshot, Richmond, Richmond Upon Thames, TW9 2RG"
Royal Mid Surrey Golf Club,"Royal Mid Surrey Golf Club Old Deer Park Twickenham Road, Richmond, Richmond Upon Thames, TW9 2SB"
St Anne's Parish Church,"St Annes Church Kew Green, Kew, Richmond Upon Thames, TW9 3AA"
The Cricketers,"The Cricketers 79 Kew Green, Kew, Richmond Upon Thames, TW9 3AH"
The Greyhound,"The Greyhound 82 Kew Green, Kew, Richmond Upon Thames, TW9 3AP"
The Coach And Horses,"The Coach And Horses 8 Kew Green, Kew, Richmond Upon Thames, TW9 3BH"
Tap on the Line,"Kew Gardens Railway Station Station Parade, Richmond, Richmond Upon Thames, TW9 3PZ"
Putney Town Rowing Club,"Putney Town Rowing Club Kew Meadow Path, Richmond, Richmond Upon Thames, TW9 4EN"
Brilliant Gastro,"Unit 10, 1 SEVA DRIVE, SOUTHALL, UB1 1GH"
Merkur Slots,"12 The Broadway, Southall, UB1 1PS"
The Plough,"The Plough Public House, 89 North Road, Southall, UB1 2JN"
The Terrace,"The Red Lion, 96 - 100 High Street, Southall, UB1 3DN"
West Middlesex Golf Club (Bar Only),"West Middlesex Golf Club, Greenford Road, Southall, UB1 3EE"
The Vine Inn,"The Vine Inn, 121 Hillingdon Hill, Uxbridge, UB10 0JQ"
Hillingdon Golf Club Bar,"Hillingdon Golf Club, 18 Dorset Way, Uxbridge, UB10 0JR"
The Royal British Legion,"The Royal British Legion, Uxbridge Road, Uxbridge, UB10 0LQ"
Hillingdon Manor Cricket Club,"Coney Green, Uxbridge Road, UB10 0PN"
Hole 19 Ltd,"Uxbridge Golf Course, The Drive, Ickenham, UB10 8AQ"
Thai Nawa,"The Tichenham Inn, 11 Swakeleys Road, Ickenham, UB10 8DF"
The Tichenham Inn,"The Tichenham Inn, 11 Swakeleys Road, Ickenham, UB10 8DF"
The Tichenham Inn,"11 Swakeleys Road, Ickenham, UB10 8DF"
Coach & Horses,"2-4 High Road, Ickenham, UB10 8LJ"
Home and Bar Restaurant,"The Fox And Geese, 16 High Road, Ickenham, UB10 8LJ"
Ickenham Cricket Club,"Ickenham Cricket Club Pavilion, Oak Avenue, Ickenham, UB10 8UT"
Swallow Inn,"The Swallow Ph, Long Lane, Hillingdon, UB10 9NR"
RNA Uxbridge,"Rna Uxbridge Branch Club House, 388b Long Lane, Hillingdon, UB10 9PG"
Royal Naval Association,"Rear Of 388, Long Lane, UB10 9PG"
Bar@Stockley,"Club House Stockley Park Golf Course, Bennetsfield Road, West Drayton, UB11 1AQ"
Monsoon Banqueting Suite (Bar Only),"100 The Green, Southall, UB2 4BG"
Merkur Slots,"37 King Street, Southall, UB2 4DQ"
Lavish Lounge,"The Wolf Inn, Norwood Road, Southall, UB2 4JS"
The Plough,"The Plough Inn, Tentelow Lane, Southall, UB2 4LG"
The Scotsman Pub & Restaurant,"The Scotsman, 96 Scotts Road, Southall, UB2 5DE"
Prince Of Wales Southall,"Prince Of Wales, 202 Western Road, Southall, UB2 5ED"
The Old Oak Tree Pub,"The Old Oak Tree, The Common, Southall, UB2 5PJ"
Captain Morgans,"Captain Morgans, 9 Clayton Road, Hayes, UB3 1AX"
Inhibitions Night Club,"The Woolpack Ph, Dawley Road, Hayes, UB3 1EJ"
Woolpack,"The Woolpack Ph, Dawley Road, Hayes, UB3 1EJ"
Goals Soccer Centre Heathrow,"Goals Soccer Centre, Shepiston Lane, Hayes, UB3 1LL"
The Great Western,"The Great Western, Dawley Road, Hayes, UB3 1NF"
The Music Box (Pub),"The Music Box, Bourne Avenue, Hayes, UB3 1QT"
Hayes Bowls Club,"The Pavilion, Central Avenue, Hayes, UB3 2FB"
Hayes & Harlington Conservative Asso,"Hayes Conservative Club, 141 Church Road, Hayes, UB3 2LE"
Hayes Cricket Club (Bar),"Hayes Cricket Club Pavillion The Green, Wood End, Hayes, UB3 2RJ"
The Botwell Inn,"The Botwell Inn, 23-29 Coldharbour Lane, Hayes, UB3 3EB"
Hayes Working Mens Club,"Hayes Working Mens Club And Institute Limited, Pump Lane, Hayes, UB3 3NB"
The Old Crown,"The Old Crown, 81 Station Road, Hayes, UB3 4BG"
Hayes & Harlington Community Associa,"Albert Road, Hayes, UB3 4HR"
Airport Bowl - Barcelos - Airport Lounge Bar,"Airport Bowl, Bath Road, Heathrow, UB3 5AL"
White Hart,"The White Hart, 158 High Street, Harlington, UB3 5DP"
The Pheasant PH,"The Pheasant Ph, 98 West End Lane, Hayes, UB3 5LX"
Goals Soccer Centre,"Goals Soccer Centre, Springfield Road, Hayes, UB4 0LP"
Five Rivers Bar,"Ye Olde Crowne, 1090 Uxbridge Road, Hayes, UB4 0RJ"
Brook House Football Club,"Brook House Football Club, Kingshill Avenue, Hayes, UB4 8BZ"
Hayes Rugby Football Club,"Kingshill Avenue Rugby Club, Kingshill Avenue, Hayes, UB4 8BZ"
The Brookhouse,"Kingshill Avenue, Hayes, UB4 8BZ"
The Wishing Well - wet pub only,"The Wishing Well Ph, 1256 Uxbridge Road, Hayes, UB4 8JF"
Charville Social Club,"Charville Community Centre, Bury Avenue, Hayes, UB4 8LF"
Hillingdon Abbots RFC,"Sports Ground Pavilion, Gainsborough Road, Hayes, UB4 8PS"
Yeading Community Centre,"Yeading Community Centre, 2 Ditchfield Road, Hayes, UB4 9BH"
Barnhill Community Centre,"Barnhill Community Centre, Ayles Road, Hayes, UB4 9HG"
The Greenwood Hotel,"The Greenwood, 674 Whitton Avenue West, Northolt, UB5 4LA"
2023The Mandeville Arms Harvester,"The Harvester, 57 - 59 Mandeville Road, Northolt, UB5 4LU"
The Office,"17 Oldfields Circus, Northolt, UB5 4RR"
Blue Dubai,"266 Church Road, Northolt, UB5 5AW"
Crown Northolt,"The Crown Inn, Ealing Road, Northolt, UB5 6AA"
West London Golf Centre,"London Golf Centre, Ruislip Road, Northolt, UB5 6RD"
The Railway Hotel,"Railway Hotel, 390 Oldfield Lane North, Greenford, UB6 0AP"
Moloneys,"1286 Greenford Road, Greenford, UB6 0HH"
Piwnica Na Pietrze,"Part Ground And First Floor, 1261 - 1265 Greenford Road, Greenford, UB6 0HY"
Tiffty's Tavern,"1271 Greenford Road, Greenford, UB6 0HY"
North Greenford United Football Club,"North Greenford Utd F.c, Berkeley Fields, Berkeley Avenue, Greenford, UB6 0NX"
Tir Chonaill Gaels @ The Pavilion,"Tir Chonaill Gaels Rugby Club Horsenden Hill West, Berkeley Avenue, Greenford, UB6 0NX"
Horsenden Hill Activity Centre,"Club House, Horsenden Hill Golf Course, Woodland Rise, Greenford, UB6 0RD"
The Ballot Box,"The Ballot Box, Horsenden Lane North, Greenford, UB6 7QL"
Perivale Residents Association,"Ealing Central Sports Ground, Horsenden Lane South, Perivale, UB6 8GP"
London Marathon Playing Field,"Birkbeck College Sports Ground, Oldfield Lane North, Greenford, UB6 8PN"
Greenford Conservative Club,"Greenford Conservative Club, Courthope Road, Greenford, UB6 8PY"
The Bridge Hotel,"The Bridge Hotel, Western Avenue, Greenford, UB6 8ST"
Myllet Arms,"The Myllet Arms, Western Avenue, Perivale, Ealing, UB6 8TE"
Ealing Golf Club,"Club House, Ealing Golf Course, Perivale Lane, Perivale, UB6 8TS"
Merkur Slots,"424 Greenford Road, Greenford, UB6 9AH"
Royal British Legion Club,"182 Oldfield Lane South, Greenford, Middlesex, UB6 9JS"
The Three Wishes,"5 The Broadway, Greenford, UB6 9PH"
The Raging Ball,"Snooker Club, 33 - 35 The Broadway, Greenford, UB6 9PN"
Greenford Arms,"The Wishing Well, 10 The Broadway, Greenford, UB6 9PR"
Dicey Reillys,"2 Ruislip Road, Greenford, UB6 9QN"
Greenford Tennis Club,"Greenford Tennis Club, 76 Ravenor Park Road, Greenford, UB6 9QY"
The Hare And Hounds,"The Hare And Hounds, 229 Ruislip Road, Greenford, UB6 9RZ"
The Crown,"The Crown, High Street, Harmondsworth, UB7 0AJ"
The Five Bells,"The Five Bells, High Street, Harmondsworth, UB7 0AQ"
White Horse Inn,"White Horse Inn, 530 Bath Road, Longford, UB7 0EE"
King William IV,"King William Iv Ph, 392 Sipson Road, Sipson, UB7 0HT"
The Plough,"The Plough Ph, 239 Sipson Road, Sipson, UB7 0HW"
George & Dragon,"George And Dragon Ph, 176 High Street, Yiewsley, UB7 7BE"
Ivy Leaf Club,"Ivy Leaf Club, Wimpole Road, West Drayton, UB7 7RJ"
The Cat & Fiddle Public House,"The Cat And Fiddle Ph, 162 Rowan Road, West Drayton, UB7 7UF"
Uxbridge Football Club Bar,"Uxbridge Football Club, Horton Road, Yiewsley, UB7 8HX"
The Fig Tree,"The Fig Tree Ph, 49 Windsor Street, Uxbridge, UB8 1AB"
The Metropolitan,"Metropolitan Tavern, 8-9 Windsor Street, Uxbridge, UB8 1AB"
The Queens Head,"Queens Head Ph, 54 Windsor Street, Uxbridge, UB8 1AB"
Three Tuns,"Three Tuns Ph, 24 High Street, Uxbridge, UB8 1JN"
Bar Italia,"Bar Italia, 120 High Street, Uxbridge, UB8 1JT"
The Good Yarn,"The Good Yarn Ph, 132 High Street, Uxbridge, UB8 1JX"
Whelan's Pub,"Whelans, 135 High Street, Uxbridge, UB8 1JX"
Millers Tap,"Millers Tap Ph, 219-221 High Street, Uxbridge, UB8 1LB"
Crown & Treaty,"Crown And Treaty House, 90 Oxford Road, Uxbridge, UB8 1LU"
Uxbridge Sports Club,"Uxbridge Cricket Club, Park Road, Uxbridge, UB8 1NR"
Uxbridge And District Conservative Club,"46 Harefield Road, Uxbridge, UB8 1PJ"
Ivy Leaf Memorial Club,"Ivy Leaf Club, 8 Wellington Road, Uxbridge, UB8 2AP"
The 3 Steps,"The 3 Steps Ph, High Street, Cowley, UB8 2DX"
The Malt Shovel Ph,"Malt Shovel, 69 Iver Lane, Uxbridge, UB8 2JE"
The Crown Public House,"The Crown Public House, High Street, Cowley, UB8 2NL"
The Loft,"33 Villier Street, Uxbridge, UB8 2PU"
Hillingdon Canal Club,"Hillingdon Canal Club, Waterloo Road, Uxbridge, UB8 2QX"
The Dolphin Pub,"The Dolphin, Rockingham Road, Uxbridge, UB8 2UB"
General Elliott,"The General Elliott, St John's Road, Uxbridge, UB8 2UR"
The Hut PH,"The Hut Ph, 2 Old Orchard Close, Uxbridge, UB8 3LH"
Loco's bar,"Ground Floor Hamilton Centre Brunel University, Kingston Lane, Uxbridge, UB8 3PH"
The Venue,"The Union of Brunel Students, Hamilton Centre Brunel University, UB8 3PH"
Toby Carvery,"The Toby Carvery, Oxford Road, Denham, Buckinghamshire, UB9 4LJ"
The King Denham,"Cheapside Lane, Denham, Buckinghamshire, UB9 5AE"
The Falcon Inn,"The Falcon, Village Road, Denham, Buckinghamshire, UB9 5BE"
The Swan Inn,"Village Road, Denham, Buckinghamshire, UB9 5BH"
Harefield Community Accociation,"Harefield Community Centre, Priory Avenue, Harefield, UB9 6AP"
Kings Arms,"The Kings Arms, 6 Park Lane, Harefield, UB9 6BJ"
The Kings Arms wet pub,"The Kings Arms, 6 Park Lane, Harefield, UB9 6BJ"
The Harefield,"The Harefield, 41 High Street, Harefield, UB9 6BY"
The Coy Carp,"Coy Carp Public House, Coppermill Lane, West Hyde, Uxbridge, UB9 6HZ"
Harefield Hospital Bowling Club,"The Bowls Pavilion, Hill End Road, UB9 6LD"
Breakspear Arms,"Breakspear Arms, Breakspear Road South, Ickenham, UB9 6LT"
Harefield Cricket Club,"Harefield Cricket Club, Breakspear Road North, Harefield, UB9 6NE"
Harefield United Football Club,"Harefield United Football Club, Breakspear Road North, Harefield, UB9 6NE"
The River Garden,"Moorhall Road, Harefield, UB9 6PE"
Paradise By Way of Kensal Green,"19 Kilburn Lane, North Kensington, London, W10 4AE"
The Eagle Pub,"Public House, 250 Ladbroke Grove, LONDON, W10 5LP"
Sporting Club De Londres,"27 Elkstone Road, LONDON, W10 5NT"
Bertie Blossoms,"323 Portobello Road, LONDON, W10 5SY"
The Knight of Notting Hill Pub,"Public House, 139 Ladbroke Grove, LONDON, W10 6HJ"
Garden Bar and Grill,"41 Bramley Road, LONDON, W10 6SZ"
Pig & Whistle PH,"92-94 Bramley Road, LONDON, W10 6UG"
The Quiet Night Inn,"60 GREAT WESTERN ROAD, LONDON, W11 1AB"
The Pelican,"Public House, 45 All Saints Road, LONDON, W11 1HE"
The Castle,"Public House, 225 Portobello Road, LONDON, W11 1LU"
The Elgin,"96 Ladbroke Grove, LONDON, W11 1PY"
The Globe,"103 Talbot Road, LONDON, W11 2AT"
Portobello Star Public House,"Public House, 171 Portobello Road, LONDON, W11 2DY"
Duke of Wellington PH,"179 Portobello Road, LONDON, W11 2ED"
Earl of Lonsdale,"Public House, 277-281 Westbourne Grove, LONDON, W11 2QA"
Franklin's Wines,"Basement and Ground Floor, 305 Westbourne Grove, LONDON, W11 2QA"
The Cock & Bottle,"COCK AND BOTTLE 17 NEEDHAM ROAD, LONDON, W11 2RP"
Larry King Limted,"2-4 Lambton Place, LONDON, W11 2SH"
Sun in Splendour,"PUBLIC HOUSE, 7 Portobello Road, LONDON, W11 3DA"
Prince Albert,"11 Pembridge Road, LONDON, W11 3HQ"
Notting Hill Arts Club,"19-21 Notting Hill Gate, LONDON, W11 3JQ"
Coronet Cinema and Print Room at the Coronet,"103-111 Notting Hill Gate, LONDON, W11 3LB"
Ladbroke Arms Public House,"54 Ladbroke Road, LONDON, W11 3NW"
The Mitre,"PUBLIC HOUSE, 40 Holland Park Avenue, LONDON, W11 3QY"
Stewart Arms PH,"26 Norland Road, LONDON, W11 4TR"
Castle PH,"Public House, 100 Holland Park Avenue, LONDON, W11 4UA"
The Pavilion,"Wood Lane, London, W12 0HQ"
Queen Adelaide,"412 Uxbridge Road, London, W12 0NR"
The Hawthorn,"British Queen, 434 Uxbridge Road, London, W12 0NS"
The Broadcaster,"Pavilion Building, 89 Wood Lane, London, W12 7FX"
The Bull,"Unit 1033, Westfield London Shopping Centre, Ariel Way, London, W12 7GA"
Little Moons,"Unit K1208, Westfield London Shopping Centre, Ariel Way, London, W12 7HT"
The Green Public House,"172 - 174 Uxbridge Road, London, W12 7JP"
Queens Tavern,"51 South Africa Road, London, W12 7PA"
Defectors Weld,"170 Uxbridge Road, London, W12 8AA"
The Hawks Nest-Sugo,"190 Railway Arches, Shepherd's Bush Market, London, W12 8DF"
Shepherds Bush Club,"205 Goldhawk Road, London, W12 8EP"
Sulgrave Club,"287 Goldhawk Road, London, W12 8EU"
The Shepherd & Flock,"Shepherd And Flock, 84 Goldhawk Road, London, W12 8HA"
The Escape,"O'Donaghue's, 174 Goldhawk Road, London, W12 8HJ"
The White Horse,"White Horse, 31 Uxbridge Road, London, W12 8LH"
Belushi's,"13 - 15 Shepherd's Bush Green, London, W12 8PH"
Central Bar,"West 12, The Broadway, Shepherd's Bush Green, London, W12 8PP"
Sainsbury's Supermarkets Ltd,"18 - 19 The Broadway, The Concord Shopping Centre, Shepherd's Bush Green, London, W12 8PP"
The Sindercombe Social,"Sindercombe Social, 2 Goldhawk Road, London, W12 8QD"
Shepherds Bush Empire,"Shepherd's Bush Green, London, W12 8TT"
The Eagle,"215 Askew Road, London, W12 9AZ"
The Orchard Tavern,"Orchard Tavern, 136 Askew Road, London, W12 9BP"
Princess Victoria,"217 Uxbridge Road, London, W12 9DH"
Acton Vale Working Mens Club,"265 - 267 Uxbridge Road, London, W12 9DS"
The Askew,"269 Uxbridge Road, London, W12 9DS"
Crown & Sceptre,"Crown And Sceptre, 57 Melina Road, London, W12 9HY"
Coningham Arms,"191 Uxbridge Road, London, W12 9RA"
Trailfinders Sports Club East Stand Bar,"Trailfinders Sports Club, Vallis Way, West Ealing, W13 0DD"
West Middlesex Lawn Tennis Club,"West Middlesex Lawn Tennis Club, 6 Berners Drive, West Ealing, W13 0JS"
