calc_postcode_district,calc_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,photo_url1,photo_url2,photo_url3,photo_url4,photo_url5,founded,description,has_pub_garden,has_live_music,has_food_available,has_dog_friendly,has_pool_darts,has_accommodation,addr_housenumber,addr_street,phone,website,wikidata,opening_hours,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,opening_hours_e,opening_hours_f,conf_description,conf_phone,conf_founded,conf_operator,conf_has_pub_garden,conf_has_live_music,has_live_sport_tv,conf_has_live_sport_tv,conf_has_food_available,conf_has_dog_friendly,conf_has_pool_darts,conf_has_accommodation,fc_status,fc_error,fc_quality_flags,fc_quality_note,
W4,W,way,209271380,way/209271380,51.4893455,-0.2547491,Duke of York,Fuller's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4,W,supabase,,64119e65-84b1-4148-ad54-e96473b7ce60,51.4877,-0.249842,Fullers Brewery Shop & Tap Room,Asahi,,,,,,,,,,,,,,,,(020) 8996 2664,,,,,,,,,,,,,,,,,,,,,,,,,,
W4,W,way,1381522782,way/1381522782,51.4863656,-0.2520318,George and Devonshire,Fuller's,https://commons.wikimedia.org/wiki/Special:FilePath/George_and_Devonshire%2C_Chiswick%2C_W4_(4794395278).jpg,,,,,1650,"Dating back to 1650, The George & Devonshire in Chiswick is a Grade II listed pub with a grand, imposing exterior and a cosy, contemporary interior. It’s known for traditional home-cooked classics, with meat from Owton’s Butchers Hampshire, and a range of Fullers ales, lagers, wines, spirits and soft drinks. The pub also offers lunch, main, children’s, dessert and sharing menus, plus a function room with its own private entrance for up to 100 guests (listed as up to 130). There’s outside seating, families are welcome, and it’s conveniently located on the A4 near the Hogarth Roundabout.",TRUE,,TRUE,,,,8,Burlington Lane,+44 20 8742 7342,https://www.georgeanddevonshire.co.uk/,Q15978995,,,,,,,,0.9,0.95,0.95,0.7,0.85,0,,0,0.95,0,0,0,ok,,,,
W4,W,supabase,,f0859474-0517-49d0-b84f-d48174c99307,51.4891,-0.2701,Hole in the Wall,Independent,,,,,,,,,,,,,,,,(020) 3887 2973,,,,,,,,,,,,,,,,,,,,,,,,,,
W4,W,supabase,,dde5c4b7-0674-4104-8e63-19bd290436fa,51.4928,-0.256848,Hound,Independent,,,,,,,,,,,,,,,,(020) 3872 5533,,,,,,,,,,,,,,,,,,,,,,,,,,
W4,W,supabase,,2fda8330-7a08-4540-b6a2-17f669e4dc58,51.4922,-0.26253,Lamb,Castle,,,,,,,"The Lamb in London is a British pub on Chiswick High Road, offering a laid-back yet memorable drinking and dining experience. The page highlights an “authentic, homely atmosphere” and mentions an explorative drinks menu alongside flavoursome food, suitable for lazy lunches or family dinners. There are links to book a table online and view a food menu, plus a “What’s on” section. The page also includes opening hours, an address in Chiswick (W4 4PH), and a contact phone number.",,,TRUE,,,,,,(020) 8994 1880,https://www.thelambchiswick.co.uk/#/,,,,,,,,,0.86,0.9,0,0.35,0,0,,0,0.9,0,0,0,ok,,,,
W4,W,way,416458387,way/416458387,51.4879358,-0.2883958,One Over The Ait,Fuller's,,,,,,,"One Over the Ait is a striking pub perched on the Thames in Brentford, described as a great spot to eat, drink and enjoy live sport. It offers dining with a menu of refined pub classics made with fresh, seasonal ingredients, plus burgers and sharers, with food served daily. The venue is set up for watching games from every table, with big-screen sports viewing and TNT Sports/Sky TV. Upstairs, the Players’ Lounge features interactive games, a private bar and plenty of screens, and you can book the whole room for larger groups. The pub also lists pool and darts, outside seating, and accessibility features.",TRUE,,TRUE,TRUE,TRUE,,8,Kew Bridge Road,0203 581 5700,https://www.oneovertheait.co.uk/,,,,,,,,,0.9,0.95,0,0.55,0.85,0,TRUE,0.95,0.95,0.9,0.95,0,ok,,,,
W4,W,node,266214958,node/266214958,51.4890151,-0.2701228,Smokehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4,W,node,130577719,node/130577719,51.4869374,-0.2830003,The Bell and Crown,Fuller's,,,,,,,"The Bell & Crown is a historic, waterside pub on the banks of the Thames in Strand on the Green/Chiswick. It combines the charm of a country pub with a London location, offering superb food, fresh real ales and friendly service. Dining includes refined pub classics made with fresh, seasonal ingredients, daily chef’s specials and famous Sunday roasts, with listed food serving times. The pub also offers drinks ranging from modern craft beers to cask classics, plus private events such as weddings and parties. Facilities include free Wi‑Fi, real fire, comfy sofas, baby changing, families welcome, outside seating and assistance dogs welcome.",TRUE,,TRUE,TRUE,,,,,020 8994 4164,https://www.bell-and-crown.co.uk/,,,,,,,,,0.9,0.95,0,0.55,0.85,0,,0,0.95,0.9,0,0,ok,,,,
W4,W,node,255959341,node/255959341,51.4955664,-0.2700726,The Bollo,,,,,,,,"The Bollo House is a cosy local pub tucked away on Bollo Lane in Chiswick, just behind Chiswick Park station. It’s described as a community-centred gastropub with a seasonal menu, classic pub favourites, and Sunday roasts—ideal for lunch, dinner, or laid-back drinks near Chiswick High Road. The page highlights a new Prix Fixe menu (two courses £18, three courses £22, 12–8pm Monday–Thursday) and seasonal updates. Regular offers include Wing Wednesday and £25 Prosecco bottles every Friday. The venue also lists facilities such as being dog friendly and offering WiFi, plus a variety of events like pub quiz and Fizz Fridays.",,,TRUE,TRUE,,,,,,https://www.thebollohouse.com/,,,,,,,,,0.9,0,0,0,0,0,TRUE,0.85,0.95,0.95,0,0,ok,,,,
W4,W,node,130577747,node/130577747,51.4844753,-0.2783571,The Bull's Head,Chef & Brewer,https://commons.wikimedia.org/wiki/Special:FilePath/Strand-on-the-green-pub.jpg,,,,,,"The Bulls Head in Chiswick is a Grade II listed country-style pub in the heart of the area, offering a slice of “country charm in the big city”. It serves quality pub classics plus seasonal chef’s specials, with options such as breakfast and lunch offers. The venue is described as cosy and welcoming, with a beer garden and waterside setting. Facilities include WiFi, car park, disabled facilities, and coaches accepted, and it offers space for functions and celebrations. The pub also welcomes well-behaved dogs in selected areas, including the gardens.",TRUE,,TRUE,TRUE,,,15,"Strand-On-The-Green, Chiswick",,https://www.chefandbrewer.com/pubs/greater-london/bulls-head,Q15978924,,,,,,,,0.86,0,0,0.62,0.95,0,,0,0.95,0.95,0,0,ok,,,,
W4,W,way,909926391,way/909926391,51.4850495,-0.279078,The City Barge,,,,,,,,"The City Barge is a historic 14th-century riverside pub on the banks of the Thames in Strand on the Green, Chiswick. It offers seasonal à la carte dining for lunch or dinner, with fresh local ingredients, a range of ales, and an extensive wine list. The pub also highlights riverside and garden seating, plus private dining/event space in the Harrowden Room overlooking the River Thames. There are ongoing promotions such as Wing Wednesday and Hello Friday Prosecco bottles, and it provides facilities including a car park and WiFi.",TRUE,,TRUE,TRUE,,,,Strand-on-The-Green,,https://www.citybargechiswick.com/,,,,,,,,,0.95,0,0,0,0.85,0,,0,0.95,0.9,0,0,ok,,,,
W4,W,way,205143238,way/205143238,51.4927335,-0.2637316,The Crown and Anchor,Young's,https://commons.wikimedia.org/wiki/Special:FilePath/Crown_and_Anchor%2C_Chiswick%2C_W4_(4802177647).jpg,,,,,,"The Crown & Anchor is Chiswick’s local pub on Chiswick High Street, described as a newly revitalised spot for fine food, good beer and “even better company”. It offers a carefully curated selection of beers, including rotational taps with new brews, alongside pub classics made with quality ingredients. The pub has a charming upstairs area with its own fully functional bar, suited to private hire for celebrations, corporate events, or groups watching a big sports match. The team positions it as a warm, welcoming hub for locals and visitors.",,,TRUE,,,,374,Chiswick High Road,+44 20 8995 2607,https://www.crownandanchorchiswick.com/,Q26352597,Mo-Sa 12:00-23:00, Su 12:00-22:00,,,,,,0.86,0,0,0,0,0,,0.62,0.78,0,0,0,ok,,,,
W4,W,way,948427610,way/948427610,51.4791134,-0.2584549,The Duck and Ball,Jim and Leonora Yorath,,,,,,,"The Duck and Ball is a friendly, fully-licensed bar at Chiswick Cricket Club, open all year round to the public and to cricket and football club members. It serves a wide range of beer and wine, plus high-quality coffee, and is popular for post-match drinks during the cricket season. The bar has Sky Sports and BT Sports for major football and cricket games. 'The Pavilion' is also available for private hire for functions, parties, wakes and other events.",,,,,,,,Riverside Drive,,https://www.chiswickcc.org/clients/,,,,,,,,,0.9,0,0,0.85,0,0,TRUE,0.95,0,0,0,0,ok,,,,
W4,W,node,251811996,node/251811996,51.4962711,-0.2641399,The Duke of Sussex,Greene King,https://commons.wikimedia.org/wiki/Special:FilePath/Duke_of_Sussex_Corner_View.jpg,,,,,,"The Duke of Sussex in Chiswick is a Victorian-style pub offering a modern menu with a rustic Spanish influence. Food is prepared fresh on the premises daily, with a fresh seasonal menu, ever-changing real ales, and a great wine list. The venue has a lively bar and a beautiful dining room with an open kitchen. Guests can enjoy an authentic tapas menu featuring cured meats, croquettes and paella. There’s also a beer garden for outdoor dining and drinks.",TRUE,,TRUE,,,,75,South Parade,+44 20 8742 8801,https://www.thedukeofsussex.co.uk/,Q26558796,Mo-Th 12:00-23:00, Fr-Sa 12:00-24:00, Su 12:00-22:00,,,,,0.9,0,0,0,0.95,0,,0,0.95,0,0,0,ok,,,,
W4,W,way,205902789,way/205902789,51.4922883,-0.2570649,The George IV,Fuller's,,,,,,,"The George IV in Chiswick is a lively West London pub with stunning bar areas serving a range of traditional real ales. It offers a menu of refined pub classics made with fresh, seasonal ingredients, with food served daily (times listed on the page). The pub is family-friendly and has a garden with outside seating, plus a covered smoking area and real fire. Entertainment is a highlight, with an events calendar including live music, theatre, comedy and cabaret. It also hosts live sport, with an example “Watch the World Cup” event featuring large screens and quality sound. Dogs are welcomed.",TRUE,TRUE,TRUE,TRUE,,,185,Chiswick High Road,+44 20 8994 4624,https://www.georgeiv.co.uk/,,,,,,,,,0.9,0.95,0,0.55,0.95,0.85,TRUE,0.9,0.95,0.95,0,0,ok,,,,
W4,W,way,175629795,way/175629795,51.4925578,-0.2758099,The Gunnersbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4,W,way,205143239,way/205143239,51.4920281,-0.2623859,The Lamb Brewery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4,W,way,175629798,way/175629798,51.4928652,-0.2666266,The Old Pack Horse,Fuller's,https://commons.wikimedia.org/wiki/Special:FilePath/Old_Pack_Horse%2C_Chiswick%2C_W4_(2446507593).jpg,,,,,,"The Old Pack Horse in Chiswick promises “tradition with a twist”, with grade-II listed heritage paired with a cool contemporary style. The pub offers a Thai-focused dining menu, including spring rolls and green curry, and serves ever-changing craft beers alongside cask classics. There’s a friendly, welcoming atmosphere and staff described as great. The venue also highlights family-friendly facilities, board games, and a garden, plus a covered smoking area. “What’s on” includes quiz nights and a late-night live DJ event every Friday.",TRUE,TRUE,TRUE,TRUE,,,434,Chiswick High Road,+44 20 8994 2872,https://www.oldpackhorsechiswick.co.uk/,Q15979214,"Mo-Th,Sa 12:00-24:00; Fr 12:00-26:00; Su 12:00-23:00",,,,,,,0.92,0.98,0,0.55,0.9,0.85,,0,0.95,0.9,0,0,ok,,,,
W4,W,way,209434696,way/209434696,51.492524,-0.2546494,The Packhorse and Talbot,Greene King,,,,,,,"The Packhorse & Talbot Chiswick is a sports pub on the main street of Chiswick, known for its iconic green walls and vibrant, family-friendly atmosphere. It offers a beer garden (weather permitting) and is set up for watching sport, with Sky Sports and TNT Sports, plus big-screen match-day events like Six Nations and live football. Food is a key part of the offer, with “Delicious Pub Food”, a menu worth discovering, and options such as Sunday roast and small plates. The venue also highlights facilities like WiFi, delivery, and functions, and it’s described as a historic pub.",TRUE,,TRUE,TRUE,,,145,Chiswick High Road,+44 20 8994 0360,https://www.greeneking.co.uk/pubs/greater-london/packhorse-and-talbot,,"Mo-Th,Su 11:00-23:00; Fr-Sa 11:00-24:00",,,,,,,0.86,0,0,0.55,0.95,0,TRUE,0.98,0.95,0.9,0,0,ok,,,,
W4,W,node,251802173,node/251802173,51.4902978,-0.277684,The Pilot,Fuller's,,,,,,,"The Pilot in Chiswick is a friendly, relaxed pub serving great food and drinks. It offers refined pub classics made with fresh, seasonal ingredients, alongside a well-stocked bar with modern craft beers and cask classics. The venue is described as a historic pub and is family-friendly, with accessibility features such as step-free access, baby changing facilities, and assistance dogs welcome. It also supports functions and events, including business meetings, weddings, and birthdays, with a functions room available. Food is served daily with listed food serving times, and the pub has a covered smoking area.",,,TRUE,TRUE,,,,,020 8994 0828,https://www.pilot-chiswick.co.uk/,,,,,,,,,0.9,0.95,0,0.55,0,0,,0,0.95,0.9,0,0,ok,,,,
W4,W,node,262702979,node/262702979,51.4929603,-0.252613,The Roebuck,Urban Pubs and Bars,,,,,,,"Located in the heart of Chiswick High Road, just a 5-minute walk from Turnham Green tube station, The Roebuck is a beloved local pub known for its sunny courtyard garden and welcoming atmosphere. A long-standing favourite in the Chiswick community, it’s the perfect spot to enjoy al fresco dining, catch up with friends over drinks, or soak in the lively buzz of the bar. Whether you’re a local or just passing through, The Roebuck offers a charming escape in the middle of the hustle and bustle.",,,TRUE,,,,122,Chiswick High Road,020 4585 1033,https://www.urbanpubsandbars.com/venues/the-roebuck,,Su-Th 12:00-23:00, Fr-Sa 12:00-24:00,,,,,,0.72,0,0,0.86,0,0,TRUE,0,0,0,0,0,ok,,possible_wrong_website,The provided markdown is a generic ownership-transfer notice for multiple pubs and does not contain venue-specific details for The Roebuck beyond mentioning it in a list.,
W4,W,node,288598379,node/288598379,51.4992672,-0.2644126,The Stag,,,,,,,,,,,,,,,177,Acton Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4,W,node,3507694575,node/3507694575,51.4874025,-0.2847041,The Steam Packet,Urban Pubs and Bars,,,,,,1870,"Perched along the River Thames near Kew Bridge, The Steam Packet boasts one of the most stunning riverside locations in West London. Named after the ships that once sailed past its doors since 1870, this pub offers a perfect spot to unwind, eat and drink after a stroll along the riverside. A unique venue where history, flavour, and unbeatable views come together.",,,TRUE,,,,85,Strand on the Green,020 4585 1034,https://www.urbanpubsandbars.com/venues/the-steam-packet,,,,,,,,,0.78,0,0,0.9,0,0,TRUE,0,0,0,0,0,ok,,possible_wrong_website,The provided URL appears to be for a different company page (Urban) and the markdown is a generic ownership-transfer notice rather than venue-specific details for The Steam Packet.,
W4,W,way,1136139752,way/1136139752,51.4979272,-0.2651911,The Swan,,,,,,,1871,"The Swan in Chiswick dates back to 1871, though the current occupants arrived in 2002. The pub aims to keep things very much “a pub” while offering a Mediterranean-inspired menu that has built a loyal following. It has a cosy fire for winter and a wonderful garden for summer, described as a hidden gem. Inside, it’s noted for a handsome, wood-panelled bar and a popular dining room, with features such as Art Deco green tiles and wood panelling. The venue is presented as a welcoming local on the Acton–Chiswick border, suitable for dining (bookings advised) and early evening drinks.",TRUE,,TRUE,,,,119,Acton Lane,020 8994 8262,https://www.theswanchiswick.co.uk/,,,,,,,,,0.92,0.95,0.9,0,0.95,0,,0,0.95,0,0,0,ok,,,,
W4,W,way,209445869,way/209445869,51.4956885,-0.2547054,The Tabard,Greene King,https://commons.wikimedia.org/wiki/Special:FilePath/Turnham_Green%2C_The_'Tabard'_public_house_and_theatre_-_geograph.org.uk_-_3140505.jpg,,,,,,"The Tabard in Chiswick is a Grade II-listed pub designed by architect Norman Shaw. It features two bars with gold beer pumps, a cosy restaurant area, and a small theatre above the pub. The venue also has a delightful beer garden (weather permitting). Food is a key part of the offer, with a seasonal specials menu, Sunday roasts, and options for meat-lovers, vegans, vegetarians and non-gluten diets. The Tabard is dog- and family-friendly, offers free WiFi, and has board games and occasional live music. It also promotes big-match viewing with big screens for events like the World Cup.",TRUE,,TRUE,TRUE,,,,,,https://www.greeneking.co.uk/pubs/greater-london/tabard,Q16707771,,,,,,,,0.9,0,0,0.55,0.95,0.7,TRUE,0.75,0.95,0.95,0,0,ok,,,,
W5,W,supabase,,1676b713-0c0a-499e-bdad-61e7fa48e15c,51.5015,-0.28874,Actonians Sports Club,Old Actonians Association,,,,,,,,,,,,,,,,(020) 8567 4556,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,12077358666,node/12077358666,51.529258,-0.2916185,Ashbourne Bar and Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,supabase,,348b8143-549e-4348-a173-2e6f3a5cb9c6,51.5288,-0.30939,Brentham Club,Independent,,,,,,,,,,,,,,,,(020) 8997 2624,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,supabase,,562a3441-ccc9-419b-876a-2dfc385beab8,51.5184,-0.29843,Ealing Cricket Club,Independent,,,,,,,,,,,,,,,,(020) 8997 1858,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,supabase,,93672fa3-e657-4eea-938c-5eb320491187,51.5131,-0.2874,Ealing Lawn Tennis Club,Independent,,,,,,,,,,,,,,,,(020) 8992 0370,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,supabase,,fd851dff-1b64-4b3e-8ecf-bb1c6fbaa0e6,51.4986,-0.30327,Ealing Oak,Independent,,,,,,,,,,,,,,,,(020) 8579 3266,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,supabase,,ec2da994-c7d3-4e9d-8874-4b03eafa97f7,51.5259,-0.315463,Harrison's - Delicatessen & Vintners,Independent,,,,,,,,,,,,,,,,(020) 8998 7866,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,265255748,node/265255748,51.5101535,-0.2869312,Jono's Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,923084994,node/923084994,51.5109852,-0.3021186,King's Arms,,,,,,,,,,,,,,,55,The Grove,,,,"Mo-Fr 12:00-15:00,17:00-22:00; Sa 11:00-22:00; Su 12:00-21:00",,,,,,,,,,,,,,,,,,,,,,,
W5,W,supabase,,8992e89b-9e6f-415f-a6ff-70f177fc022b,51.5113,-0.30954,Questors Grapevine Club,Independent,,,,,,,,,,,,,,,,(020) 8567 0011,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,1097959374,node/1097959374,51.4984745,-0.3061795,Roddy's Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,293970330,node/293970330,51.5040481,-0.3059067,Rose and Crown,Fuller's,,,,,,,"The Rose and Crown is a traditional pub in South Ealing with English charm and a community feel. It offers a menu of refined pub classics made from fresh, seasonal ingredients, alongside a well-stocked bar featuring modern craft beers and cask classics. The venue also supports private events, including business meetings, weddings and birthdays, with functions rooms available. Facilities include step-free access, free WiFi, baby changing facilities, families welcome, board games, and a real fire. Assistance dogs are welcome and there is accessibility information such as WC and step-free access.",,,TRUE,TRUE,,,1,Church Place,020 8567 2811,https://www.roseandcrownealing.co.uk/,,,,,,,,,0.9,0.95,0,0.55,0,0,,0,0.95,0.9,0,0,ok,,,,
W5,W,node,8737259738,node/8737259738,51.49837,-0.3140408,Ryan's,,,,,,,,,,,,,,,282-284,Northfield Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,supabase,,f2134054-ab09-458e-a4d4-0446d4978f77,51.5045,-0.30684,SECC Social Club,Independent,,,,,,,,,,,,,,,,(020) 8567 0640,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,supabase,,52c1d590-4e38-40fe-a99f-06cdbc4a7ba7,51.5135,-0.28454,Springfield (Acton) Bowls Club,Independent,,,,,,,,,,,,,,,,(020) 8992 1810,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,27476034,node/27476034,51.5061889,-0.3053344,The Castle Inn,Fuller's,,,,,,,"The Castle Inn is a vibrant local pub in Ealing on St Mary’s Road, with a cosy bar and a secret garden/outside seating. It’s described as a historic pub and offers a well-stocked bar with modern craft beers and cask classics. Food is a key part of the offer, with refined pub classics, burgers, sharing platters, and a Sunday carvery (12–6pm). The venue also highlights live music and big screen sports viewing, plus board games, free WiFi, and free parking nearby. Events include quiz nights and live match-day screenings such as the FA Cup Final and Champions League/Europa League finals.",TRUE,TRUE,TRUE,TRUE,,,36,St Marys Road,020 8567 3285,https://www.castleealing.co.uk/,,,,,,,,,0.9,0.98,0,0.55,0.85,0.9,TRUE,0.95,0.98,0.9,0,0,ok,,,,
W5,W,node,27408323,node/27408323,51.5116826,-0.3051555,The Drapers Arms,,,,,,,,,,,,,,,24-25,High Street,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,1765203848,node/1765203848,51.5332135,-0.2956664,The Fox and Goose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,way,96929137,way/96929137,51.5082881,-0.2962339,The Grange,,,,,,,,"The Grange is a majestic Victorian pub tucked away on a friendly corner of leafy Ealing Common in West London. It serves award-winning cask ales, craft beer, and a selection of wines and spirits alongside a home-prepared, British-inspired menu. Sundays are a highlight, with roasts, bottomless Yorkshire puddings and homemade gravy. The pub also offers private hire for parties, events, meetings and weddings, with a picturesque setting and on-street parking near All Saints Church. There’s a year-round garden with parasols, shady corners, heaters and blankets, plus a spritz menu and non-alcoholic options. The venue is dog friendly and shows the FIFA World Cup 2026 on multiple screens.",TRUE,,TRUE,TRUE,,,,Warwick Road,,https://www.grangeealing.co.uk/,,,,,,,,,0.95,0,0,0.55,0.95,0,TRUE,0.9,0.95,0.9,0,0,ok,,,,
W5,W,node,76660110,node/76660110,51.5169424,-0.2899892,The Greystoke,Greene King,,,,,,,"The Greystoke North Ealing is a family-friendly pub a few steps from North Ealing tube station. It offers disabled facilities and a car park, and it welcomes “furry friends” (dogs). The pub has a beer garden (weather permitting) and provides amenities including WiFi, Sky Sports and TNT Sports, plus a cashless pool table and a dartboard. Food is a key part of the venue, with “Delicious Pub Food”, a menu worth discovering, and options like Sunday Roast and takeaway. The Greystoke also hosts sports viewing, including live football and Six Nations rugby, with big-screen match-day atmosphere.",TRUE,,TRUE,TRUE,TRUE,,7,Queens Parade,,https://www.greeneking.co.uk/pubs/greater-london/greystoke,,,,,,,,,0.86,0,0,0.55,0.95,0,TRUE,0.95,0.95,0.9,0.9,0,ok,,,,
W5,W,node,27475739,node/27475739,51.5102956,-0.3052313,The Grove,,,,,,,,"The Grove in Ealing is a seasonal food and alfresco dining pub near Ealing Broadway, offering fresh, cooked-to-order dishes with full table service. It has a comfortable bar, a fully serviced restaurant, and an outdoor wraparound garden with covered seating and a large terrace. The pub promotes live World Cup viewing with a “home of the action” atmosphere and provides sports coverage via Sky Sports and TNT Sports. Food highlights include a new Prix Fixe menu (12–8pm Monday–Thursday) and weekly offers such as Wing Wednesday and £25 Prosecco bottles every Friday. Facilities include WiFi, and it’s described as dog friendly and family friendly.",TRUE,,TRUE,TRUE,,,,,,https://www.thegrovew5.co.uk/,,,,,,,,,0.9,0,0,0,0.95,0,TRUE,0.85,0.95,0.9,0,0,ok,,,,
W5,W,node,27477159,node/27477159,51.5168303,-0.3000951,The Haven Arms,,,,,,,,,,,,,,,33,Haven Lane,+44 20 8997 0378,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,1117274863,node/1117274863,51.513793,-0.2995294,The Lodge Tavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,567052197,node/567052197,51.5050789,-0.3057201,The New Inn,,,,,,,,"The New Inn is a welcoming community pub in the heart of Ealing. It offers British, seasonal food and a range of drinks, with fresh dishes served seven days a week and much-loved Sunday roasts. The pub has cosy interiors and a beautiful covered beer garden with heating and blankets in colder months, plus outdoor space for year-round visits. It’s positioned as a great spot for coffee, leisurely lunches, and evening drinks, and it also hosts special occasions and parties (for groups from 2 to 200). The venue is described as family-friendly and dog-friendly.",TRUE,,TRUE,TRUE,,,62,St Marys Road,,https://www.newinnealing.com/,,,,,,,,,0.93,0,0,0,0.98,0,,0,0.98,0.9,0,0,ok,,,,
W5,W,node,27476990,node/27476990,51.5138717,-0.3018562,The North Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,249257137,node/249257137,51.497219,-0.312545,The Plough,Fuller's,,,,,,,"The Plough Inn is an award-winning pub in Ealing described as a “real country charmer” with chic décor and a fresh take on the traditional English pub. It offers refined pub classics made from fresh, seasonal ingredients, alongside an expansive drink list featuring modern craft beers and cask classics. The venue also highlights private events, with functions rooms for occasions such as business meetings, weddings, and birthdays. There’s an outdoor scene and a “Live Sport” section, plus a “What’s On” page for events. The pub lists features including board games, free WiFi, families welcome, and step-free access.",,,TRUE,,,,297,Northfield Avenue,020 8567 1416,https://www.ploughnorthfields.co.uk/,,"Su-Th 11:00-24:00; Fr,Sa 11:00-00:30",,,,,,,0.86,0.98,0,0.62,0,0,TRUE,0.9,0.95,0,0,0,ok,,,,
W5,W,node,27475983,node/27475983,51.5080196,-0.3050181,The Red Lion,Fuller's,,,,,,,"The Red Lion is a pub in London (W5 5RA) near Ealing Studios, where actors and studio staff have long frequented the place and nicknamed it “stage 6”. The venue hosts live entertainment, including jazz and a featured “Steak Mondays” concept with the kitchen open from 6pm to 9pm. There’s also mention of World Cup viewing (“Watch it With Us!”) and BBQ with a great atmosphere. The pub can be hired for groups of 10+ and even the entire venue, with table bookings available.",,TRUE,TRUE,,,,,,020 8567 2541,https://www.theredlionw5.com/,,,,,,,,,0.86,0.95,0,0,0,0.95,,0.72,0.9,0,0,0,ok,,,,
W5,W,node,27476983,node/27476983,51.5148399,-0.302661,The Shanakee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W5,W,node,1117274890,node/1117274890,51.5136177,-0.2988011,The Sir Michael Balcon,Wetherspoon,https://commons.wikimedia.org/wiki/Special:FilePath/The_Sir_Michael_Balcon_Pub%2C_Ealing_-_London._(24425715069).jpg,,,,,1902,"The Sir Michael Balcon is a JD Wetherspoon pub at 46–47 The Mall, Ealing (W5 3TJ), open from early morning until late (closes 11:30pm most days, later on Fri/Sat). Facilities include Wi‑Fi, TV screens, a licensed outside area (deck), baby changing and step-free access. The pub highlights its food offer via the Wetherspoon app and mentions children’s meals priced at £4.99 and £5.75. Its pub history dates from 1902, linked to Ealing Studios and Sir Michael Balcon’s “Ealing comedies” from 1947; the premises were built in the late 19th century and previously used as Bryant’s furniture store.",TRUE,,TRUE,,,,46-47,The Mall,+44-20-8799-2850,https://www.jdwetherspoon.com/pubs/the-sir-michael-balcon-ealing,Q88917071,,,,,,,,0.78,0.95,0.9,0.7,0.75,0,,0,0.85,0,0,0,ok,,,,
W5,W,node,27477157,node/27477157,51.5169211,-0.299932,The Wheatsheaf,Fuller's,,,,,,,"The Wheatsheaf in Ealing is a family-friendly local tucked away from Ealing Broadway. Built in the 1850s and recently refurbished, it keeps a rustic, traditional charm. The pub offers fresh, seasonal dining with refined pub classics, British favourites, small plates, sharing boards, and options like fish and chips, burgers, bavette steak and Sunday roasts, plus homemade puddings. It also has a well-stocked bar with modern craft beers and cask classics. The venue shows live sport with Sky Sports and TNT Sports on big screens, and hosts events such as a Monday pub quiz and a weekly Ealing board games club.",,,TRUE,,,,41,Haven Lane,+44 20 8997 5240,https://www.wheatsheaf-ealing.co.uk/,,,,,,,,,0.9,0.95,0.6,0.85,0,0,TRUE,0.95,0.95,0.7,0,0,ok,,,,
W5,W,way,863760449,way/863760449,51.5265311,-0.312486,Village Inn,Village Inn,,,,,,,"The Village Inn is a historic, much-loved local pub in Ealing, described as being at the heart of the neighbourhood. It offers British, seasonal food and a range of drinks, with Sunday roasts highlighted as a key feature—piled-high plates with tender British meat, seasonal vegetables, roast potatoes and “bottomless yorkies and gravy”. The pub also promotes “Season of Spritz” with a variety of spritz options, including alcohol-free. The page mentions a pub garden for summer spritz evenings and encourages visitors to explore menus and events.",TRUE,,TRUE,,,,,Pitshanger Lane,,https://www.village-inn.co.uk/,,,,,,,,,0.86,0,0,0.55,0.78,0,,0,0.9,0,0,0,ok,,,,
